Timestamp,AvgYaw
0.0,-0.009236784573482029
0.1,-0.008000214115396953
0.2,-0.0046800234520530115
0.3,0.0032416604310823763
0.4,0.01835539825781416
0.5,0.035613325089841316
0.6,0.056770858541402895
0.7,0.07947902085300292
0.8,0.09691481996332531
0.9,0.10681835818747222
1.0,0.11174282334731701
1.1,0.11267976954934354
1.2,0.11262076015506833
1.3,0.11303257708523819
1.4,0.1080025414836346
1.5,0.10159382619256406
1.6,0.1005076033654396
1.7,0.10029608996312192
1.8,0.10097401459410248
1.9,0.09636382450328063
2.0,0.08788419544971669
2.1,0.07924296803127821
2.2,0.07234061195252733
2.3,0.06426565703072253
2.4,0.057621901193654124
2.5,0.05499569199838083
2.6,0.05134462957348055
2.7,0.0465783102306089
2.8,0.041560449569912665
2.9,0.03848889403462933
3.0,0.03670701751796957
3.1,0.036308186317986324
3.2,0.03610503189704246
3.3,0.03480875960752521
3.4,0.0324786229376792
3.5,0.030351866013857615
3.6,0.028729468142055035
3.7,0.03142117604463004
3.8,0.035898864407535695
3.9,0.038415078967762105
4.0,0.041062161997343825
4.1,0.044061070494144365
4.2,0.04314659806613973
4.3,0.03995950305018134
4.4,0.04019262727002338
4.5,0.04422991238396626
4.6,0.04457860549306622
4.7,0.04655021864662624
4.8,0.047893314799501735
4.9,0.04501786638948312
5.0,0.039233235006035885
5.1,0.03465771710788415
5.2,0.032171344902308725
5.3,0.03272096122009509
5.4,0.034014016713548915
5.5,0.03416892476830678
5.6,0.03476862445363607
5.7,0.037234466667511325
5.8,0.03741599905967726
5.9,0.03574282912865047
6.0,0.03294345643719843
6.1,0.028749831565449104
6.2,0.02447200527732938
6.3,0.02165895433715599
6.4,0.020378783818262736
6.5,0.019025205876109324
6.6,0.017441810864757563
6.7,0.017662664090144928
6.8,0.01754550558028322
6.9,0.017505121359336805
7.0,0.01816614191726752
7.1,0.018640160685508063
7.2,0.01983957977224758
7.3,0.02104731603430789
7.4,0.021200099287891717
7.5,0.02082598911264649
7.6,0.021474950669716483
7.7,0.022352503547176317
7.8,0.02234568306877326
7.9,0.021924753529368596
8.0,0.021101861748912893
8.1,0.020057849037436452
8.2,0.0181746860360142
8.3,0.01640336645626666
8.4,0.015516432568162661
8.5,0.01293483016019721
8.6,0.011630652152449445
8.7,0.010626703484833017
8.8,0.009559413561539668
8.9,0.00753193763645244
9.0,0.0065114990306157465
9.1,0.004764860836971773
9.2,0.00339737020502877
9.3,0.003191042637345258
9.4,0.002962624682097715
9.5,0.0019154773939534327
9.6,0.0023221409847521512
9.7,0.0035095030028366985
9.8,0.0032667750550041622
9.9,0.0013931606451862187
10.0,-0.0012004335896355948
10.1,-0.003055708531009972
10.2,-0.0043324593547194945
10.3,-0.004435789678336062
10.4,-0.004442831707989233
10.5,-0.0041860469514631155
10.6,-0.003450796463948865
10.7,-0.0029918517637553313
10.8,-0.0032325158713173035
10.9,-0.0033473982163496866
11.0,-0.002138781889364847
11.1,-0.0021734486348621153
11.2,-0.0025116349771023587
11.3,-0.0007562988014893691
11.4,0.002093446738747523
11.5,0.0031482523792146643
11.6,0.0016467223343222717
11.7,-0.0004599103406828093
11.8,-0.0005460306324643716
11.9,0.0016596964761712435
12.0,0.0021794524228756747
12.1,-0.0006857767594149859
12.2,-0.0030999486737671796
12.3,-0.0032782058881744985
12.4,-0.004236248230006905
12.5,-0.004822528196317511
12.6,-0.0032180787420302555
12.7,0.0004751663852588759
12.8,0.004658853124750725
12.9,0.006430748594855591
13.0,0.007344086893086702
13.1,0.007819097873160081
13.2,0.00805917068983115
13.3,0.008917100602842011
13.4,0.009464248983786698
13.5,0.010484504886447761
13.6,0.011527320086438057
13.7,0.012123589427919045
13.8,0.014232232547155827
13.9,0.015264720300190007
14.0,0.016629140186270187
14.1,0.017591352979639097
14.2,0.01706581599514306
14.3,0.017036951802194583
14.4,0.016928051053498778
14.5,0.016335628128992096
14.6,0.014283806734546428
14.7,0.011431055565890968
14.8,0.009113684454857203
14.9,0.006563541602754496
15.0,0.0041165071648005406
15.1,0.0017080377340035818
15.2,-0.0025540825430897156
15.3,-0.008632177019890051
15.4,-0.014819522354093442
15.5,-0.020192310525210727
15.6,-0.022783349088656733
15.7,-0.0251548702627095
15.8,-0.027771832016457883
15.9,-0.028924412932290776
16.0,-0.030672140688354575
16.1,-0.03274686391586733
16.2,-0.033337531832701627
16.3,-0.033387458415892655
16.4,-0.033287395315175605
16.5,-0.033550631186469546
16.6,-0.03266961950246644
16.7,-0.031308984487713826
16.8,-0.028647293782476973
16.9,-0.02564390652935317
17.0,-0.023678496064819227
17.1,-0.02154905037101902
17.2,-0.019297190344111283
17.3,-0.018097499187134245
17.4,-0.017869080917136113
17.5,-0.017033975547440273
17.6,-0.016860121433787553
17.7,-0.016297278721033755
17.8,-0.01502147087175489
17.9,-0.013564509589853118
18.0,-0.012711744303433647
