participant_id,video_1,baseline_1,baseline_2,video_2,video_3,video_4,video_5,video_6,video_7,video_8,video_9,video_10,video_11,video_12,video_13,video_14,video_15,video_16,video_17,video_18,video_19,video_20,video_21,video_22,video_23,video_24,video_25,video_26,video_27,video_28,video_29,video_30,video_31,video_32,video_33,video_34,video_35,video_36,video_37,video_38,video_39,video_40
142,89.0,0.0,0.0,29.0,22.0,0.0,88.0,19.0,0.0,38.0,32.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,13.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,27.0,27.0,20.0,0.0,0.0,32.0,0.0,0.0,0.0,28.0
143,85.0,0.0,0.0,95.0,83.0,88.0,66.0,9.0,0.0,83.0,8.0,0.0,97.0,100.0,100.0,81.0,87.0,10.0,0.0,18.0,0.0,0.0,93.0,91.0,92.0,94.0,86.0,8.0,0.0,0.0,0.0,0.0,89.0,81.0,86.0,100.0,86.0,0.0,0.0,0.0,0.0,0.0
144,16.0,0.0,0.0,12.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,10.0,0.0,0.0,0.0,0.0
145,22.0,80.0,24.0,70.0,78.0,45.0,82.0,15.0,7.0,22.0,10.0,7.0,50.0,51.0,48.0,69.0,71.0,50.0,43.0,10.0,12.0,14.0,6.0,7.0,51.0,48.0,12.0,9.0,8.0,10.0,8.0,15.0,9.0,11.0,9.0,7.0,14.0,8.0,12.0,7.0,6.0,7.0
146,32.0,0.0,0.0,18.0,13.0,0.0,0.0,14.0,0.0,1.0,0.0,0.0,13.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
147,15.0,0.0,0.0,15.0,23.0,53.0,12.0,0.0,4.0,5.0,4.0,3.0,20.0,24.0,35.0,36.0,24.0,5.0,6.0,3.0,2.0,4.0,13.0,7.0,16.0,17.0,8.0,6.0,2.0,5.0,4.0,7.0,41.0,11.0,15.0,10.0,8.0,6.0,5.0,2.0,5.0,6.0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,16.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,33.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,34.0,22.0,0.0,0.0,0.0,0.0,0.0
150,20.0,0.0,0.0,25.0,28.0,22.0,70.0,0.0,0.0,0.0,0.0,0.0,39.0,25.0,23.0,29.0,45.0,0.0,0.0,0.0,0.0,0.0,34.0,29.0,17.0,31.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,11.0,27.0,20.0,0.0,0.0,0.0,0.0,0.0
average,21.857142857142858,6.8979591836734695,5.63265306122449,25.285714285714285,21.142857142857142,27.816326530612244,33.265306122448976,8.857142857142858,4.0,9.673469387755102,8.428571428571429,7.3061224489795915,24.408163265306122,20.775510204081634,22.693877551020407,25.73469387755102,29.0,7.63265306122449,4.142857142857143,5.6938775510204085,4.775510204081633,3.5714285714285716,21.081632653061224,17.959183673469386,19.551020408163264,18.183673469387756,20.653061224489797,6.428571428571429,4.1020408163265305,2.9591836734693877,4.244897959183674,6.591836734693878,26.816326530612244,18.693877551020407,21.3265306122449,21.653061224489797,17.816326530612244,9.571428571428571,6.448979591836735,4.877551020408164,5.36734693877551,5.448979591836735
