Timestamp,AvgYaw
0.0,-0.03358527836472562
0.1,-0.02901552273702901
0.2,-0.01936581575290243
0.3,-0.00745288091441964
0.4,0.0073972189115591724
0.5,0.022766898780136463
0.6,0.04328808211693782
0.7,0.05879083667776044
0.8,0.0749961998843364
0.9,0.08930507001794916
1.0,0.09711866567703209
1.1,0.09666951072646628
1.2,0.09372898872323608
1.3,0.09197261931962751
1.4,0.08901522713166053
1.5,0.08385799690750996
1.6,0.06966984612002605
1.7,0.05219197263143404
1.8,0.03589674607479971
1.9,0.01979564719919652
2.0,0.010257690593867084
2.1,0.004189688736541414
2.2,-0.006257872114550873
2.3,-0.017760363088878604
2.4,-0.027301642825246213
2.5,-0.038519014755163415
2.6,-0.045053488676050774
2.7,-0.04850268082237759
2.8,-0.05197859840245308
2.9,-0.05330465768325041
3.0,-0.054527485863460796
3.1,-0.056530923287066444
3.2,-0.05651503230797696
3.3,-0.0569129872401857
3.4,-0.060274827022638304
3.5,-0.06203427954440191
3.6,-0.06416681705777548
3.7,-0.06734169829583733
3.8,-0.06905729065613388
3.9,-0.06988292095256074
4.0,-0.06894711353396608
4.1,-0.06998782639978965
4.2,-0.07010431119993624
4.3,-0.06885445838209642
4.4,-0.06821898914433029
4.5,-0.06723039531863034
4.6,-0.06658532086654537
4.7,-0.06731727290127947
4.8,-0.06858913913399405
4.9,-0.06977631509985055
5.0,-0.06989922227850737
5.1,-0.0709501583348481
5.2,-0.0718309210919313
5.3,-0.07215281171557733
5.4,-0.07034847375787971
5.5,-0.06954943879328164
5.6,-0.06897747316908719
5.7,-0.06845705134584233
5.8,-0.06787772163486837
5.9,-0.06712176248896824
6.0,-0.06452473731370499
6.1,-0.062307260881242325
6.2,-0.060697952768641955
6.3,-0.05916594930662216
6.4,-0.057577741319491074
6.5,-0.05569766350625477
6.6,-0.054061439832090594
6.7,-0.05287379654873543
6.8,-0.05156969255578075
6.9,-0.05042434397351117
7.0,-0.049645065069834786
7.1,-0.04897117233321639
7.2,-0.047754196448551015
7.3,-0.04818765115331557
7.4,-0.049299784711514125
7.5,-0.051749810734458536
7.6,-0.05452794134026503
7.7,-0.0577045697953543
7.8,-0.060241788720121175
7.9,-0.06215195775549398
8.0,-0.06449313471417212
8.1,-0.06716870272084426
8.2,-0.0683008888789535
8.3,-0.06830393400526218
8.4,-0.0681840299173361
8.5,-0.06760876574666715
8.6,-0.06589681602235645
8.7,-0.06540030926934923
8.8,-0.06620632901694494
8.9,-0.06600497862414359
9.0,-0.06486890020927465
9.1,-0.06294775362343323
9.2,-0.060340108134092844
9.3,-0.05833827481274427
9.4,-0.056336476365761584
9.5,-0.05440680658493659
9.6,-0.05162895131762725
9.7,-0.04879114324207082
9.8,-0.04572804922105528
9.9,-0.04341310151553512
10.0,-0.04173020671624559
10.1,-0.03990013411215108
10.2,-0.037582100566798095
10.3,-0.03528478404586048
10.4,-0.03397368883467534
10.5,-0.033259434037518965
10.6,-0.03136316472869293
10.7,-0.03066111506025184
10.8,-0.03093554007127807
10.9,-0.031249987695512634
11.0,-0.03061905771250972
11.1,-0.028927916658943995
11.2,-0.02652891568981434
11.3,-0.02538653379687049
11.4,-0.024307786052146646
11.5,-0.023404714834179698
11.6,-0.02197769784950296
11.7,-0.020017981581795543
11.8,-0.018509158462462334
11.9,-0.018733889423434288
12.0,-0.019349428474462926
12.1,-0.01977231580706555
12.2,-0.020238500280730386
12.3,-0.02190366241291399
12.4,-0.02178399781842496
12.5,-0.021243729759689706
12.6,-0.021359167480712777
12.7,-0.019280824718089826
12.8,-0.015253810512228487
12.9,-0.01235354539452312
13.0,-0.00998507264199878
13.1,-0.00831514832681722
13.2,-0.007390206682029042
13.3,-0.004810326532295946
13.4,-0.00030149171733069975
13.5,0.003309707257152962
13.6,0.006737802098011524
13.7,0.009653993337511716
13.8,0.011483006150863421
13.9,0.012124601227695306
14.0,0.013065489452335825
14.1,0.0151846234621577
14.2,0.016006235279014437
14.3,0.016444172635453558
14.4,0.017525948252897067
14.5,0.016228780114169988
14.6,0.014309420565347628
14.7,0.013991446922422584
14.8,0.012696056034217819
14.9,0.01079621885376676
15.0,0.009138476556037825
15.1,0.007882435613941727
15.2,0.007912943785430317
15.3,0.008954294951685189
15.4,0.009868542386619683
15.5,0.010089061506673139
15.6,0.009204236587282574
15.7,0.006552684126346294
15.8,0.003379271892604224
15.9,0.001085875870715158
16.0,0.0002032074647184833
16.1,-0.00018910403737045
16.2,-0.002474660424551679
16.3,-0.003829493320224862
16.4,-0.005726669693581389
16.5,-0.0064246837019191014
16.6,-0.007398954058353009
16.7,-0.008041733627105167
16.8,-0.006852782967215971
16.9,-0.004445267221936117
17.0,-0.0032316937448861097
17.1,-0.0019654385990963037
17.2,-0.0011872364602520163
17.3,-0.00020783958296849076
17.4,-6.334331931542071e-05
17.5,0.0005494689529595474
17.6,-0.00021607300342599262
17.7,-0.00212802130840452
17.8,-0.0032102348829844032
17.9,-0.005051617440956686
18.0,-0.004274409956678002
