,"No yielding, eHMI off, Distance 1, Can see other person","No yielding, eHMI off, Distance 1, Cannot see other person","No yielding, eHMI off, Distance 2, Can see other person","No yielding, eHMI off, Distance 2, Cannot see other person","No yielding, eHMI off, Distance 3, Can see other person","No yielding, eHMI off, Distance 3, Cannot see other person","No yielding, eHMI off, Distance 4, Can see other person","No yielding, eHMI off, Distance 4, Cannot see other person","No yielding, eHMI off, Distance 5, Can see other person","No yielding, eHMI off, Distance 5, Cannot see other person","No yielding, eHMI on, Distance 1, Can see other person","No yielding, eHMI on, Distance 1, Cannot see other person","No yielding, eHMI on, Distance 2, Can see other person","No yielding, eHMI on, Distance 2, Cannot see other person","No yielding, eHMI on, Distance 3, Can see other person","No yielding, eHMI on, Distance 3, Cannot see other person","No yielding, eHMI on, Distance 4, Can see other person","No yielding, eHMI on, Distance 4, Cannot see other person","No yielding, eHMI on, Distance 5, Can see other person","No yielding, eHMI on, Distance 5, Cannot see other person","Yes yielding, eHMI off, Distance 1, Can see other person","Yes yielding, eHMI off, Distance 1, Cannot see other person","Yes yielding, eHMI off, Distance 2, Can see other person","Yes yielding, eHMI off, Distance 2, Cannot see other person","Yes yielding, eHMI off, Distance 3, Can see other person","Yes yielding, eHMI off, Distance 3, Cannot see other person","Yes yielding, eHMI off, Distance 4, Can see other person","Yes yielding, eHMI off, Distance 4, Cannot see other person","Yes yielding, eHMI off, Distance 5, Can see other person","Yes yielding, eHMI off, Distance 5, Cannot see other person","Yes yielding, eHMI on, Distance 1, Can see other person","Yes yielding, eHMI on, Distance 1, Cannot see other person","Yes yielding, eHMI on, Distance 2, Can see other person","Yes yielding, eHMI on, Distance 2, Cannot see other person","Yes yielding, eHMI on, Distance 3, Can see other person","Yes yielding, eHMI on, Distance 3, Cannot see other person","Yes yielding, eHMI on, Distance 4, Can see other person","Yes yielding, eHMI on, Distance 4, Cannot see other person","Yes yielding, eHMI on, Distance 5, Can see other person","Yes yielding, eHMI on, Distance 5, Cannot see other person"
"Yes yielding, eHMI off, Distance 1, Can see other person",1.1712193915213123,1.2543099811015987,1.169942116372763,1.3009828813096131,1.2369635569328308,1.3309388563316416,1.3232138618843396,1.340637994752336,1.25976243826241,1.1996962113483918,1.2479427473302196,1.3148627167164895,1.2907893337727325,1.357002119544259,1.3326762952470605,1.391375284505763,1.3828988315652315,1.2405777843323647,1.3104617169082755,1.286587611052717,1.0,1.010811333324317,0.9802641936726949,1.0025014249392723,0.851603644631247,0.9601774316096143,0.8605554195376879,1.0508246684131821,0.7401016999392122,1.010363714058019,0.8173134651852149,0.9389788454160977,0.7504070046382413,0.8514246573518258,0.6933553866936891,0.881522615212826,0.6819210226975463,0.9136756229250135,0.6897606606462429,0.9095704772533819
"Yes yielding, eHMI off, Distance 1, Cannot see other person",1.1586923819596002,1.240894259640395,1.1574287681610205,1.2870679605767688,1.2237333675956652,1.31670353551983,1.3090611652845296,1.3262989348796652,1.2462883989629916,1.1868646223058041,1.2345951278821083,1.3007993414480425,1.2769834401516202,1.3424880339255825,1.3184223913123396,1.3764935538760354,1.3681077625210312,1.2273089383083988,1.296445413407149,1.2728266577912593,0.9893043014379734,1.0,0.9697795833460238,0.9917789718901197,0.842495148753948,0.9499076632350569,0.8513511781743945,1.0395853645182933,0.7321857952514189,0.9995571683344449,0.8085717267309085,0.9289358107294075,0.7423808775177974,0.8423180758685139,0.6859394664812561,0.8720941150449003,0.6746274009956644,0.9039032238787358,0.6823831885400263,0.8998419856077612
"Yes yielding, eHMI off, Distance 2, Can see other person",1.1947997275440383,1.2795631924513673,1.1934967368229716,1.3271757651733675,1.2618675301179536,1.3577348483423592,1.3498543254209219,1.3676292609744838,1.285125424751603,1.2238498754642506,1.273067766205588,1.3413350453923805,1.31677698941202,1.3843228471500764,1.3595072673765682,1.4193880522074194,1.4107409415659777,1.2655545233008756,1.3368454395936367,1.312490672777039,1.0201331502820297,1.0311621498049144,1.0,1.0226849367855235,0.8687491087893322,0.979508828137624,0.8778811111252554,1.071981079382409,0.755002278688074,1.0307055185526588,0.8337685600073154,0.9578834476225068,0.7655150616353108,0.8685665179321158,0.7073148148928481,0.8992704425019138,0.6956502411279913,0.93207079155039,0.7036477156856658,0.9278829963640218
"Yes yielding, eHMI off, Distance 2, Cannot see other person",1.168296984308287,1.2511802476266607,1.1670228961955178,1.2977366903876688,1.2338771059679656,1.327617919757336,1.3199122005881387,1.337292857048604,1.2566190999067373,1.196702749246531,1.2448289012714524,1.311581893059293,1.2875685776216466,1.3536161503475779,1.3293510234439707,1.3879035479575974,1.3794482453219479,1.237482315207197,1.307191874552855,1.2833773389705194,0.9975048165747757,1.0082891736393773,0.977818254704302,1.0,0.8494787373323026,0.9577816127969875,0.8584081759183706,1.0482026681177408,0.7382550104445436,1.0078426712652533,0.8152741181736721,0.9366359209643792,0.7485346015180957,0.8493001966589743,0.6916253378250211,0.8793230545943866,0.6802195046643994,0.9113958346546596,0.6880395812784266,0.9073009320744659
"Yes yielding, eHMI off, Distance 3, Can see other person",1.375310449767347,1.472880005867903,1.3738106027944017,1.5276859011952113,1.452510877250236,1.5628618603528306,1.5537907455261122,1.5742511239871992,1.47928258199024,1.4087495032596675,1.4654032485624124,1.543984369965723,1.5157160750899055,1.5934667824629314,1.5649020570175258,1.6338296498346274,1.623876130971751,1.4567549025339683,1.538816473097316,1.5107821803766732,1.1742551905505407,1.186950454823392,1.1510803175310025,1.1771925017692537,1.0,1.1274933329170764,1.0105116681485282,1.2339363212427301,0.8690682626888987,1.1864248355765512,0.9597345788005873,1.1026007830470066,0.8811693202219385,0.9997898232580971,0.8141761617212419,1.0351325065013481,0.8007493004481269,1.0728883426991958,0.8099550360014208,1.0680678540863162
"Yes yielding, eHMI off, Distance 3, Cannot see other person",1.2197947514324652,1.3063314548009206,1.2184645023488054,1.3549400751157858,1.2882656019723564,1.3861384495368667,1.3780930673054264,1.396239851737536,1.3120100481330619,1.2494526239147852,1.2997001452514914,1.3693955652678598,1.3443237585879204,1.4132826651314008,1.3879479473007397,1.4490814288076952,1.4402534219607506,1.2920297264774232,1.3648120376162713,1.3399477728776836,1.0414741766254891,1.052733901097656,1.020919843980719,1.0440793461045081,0.8869232046035938,1.0,0.896246247003616,1.0944067563133717,0.7707968085633159,1.0522677171908466,0.8512108681986972,0.9779222198984828,0.781529517289612,0.8867367939741321,0.7221117304656576,0.918083039855526,0.7102031356375386,0.9515695670886094,0.7183679161151992,0.9472941638803192
"Yes yielding, eHMI off, Distance 4, Can see other person",1.3610040270858104,1.457558633208592,1.3595197820046097,1.5117944199439635,1.4374013908335606,1.5466044674341317,1.5376277132682559,1.557875256276418,1.463894607669993,1.3940952367633672,1.4501596515430069,1.5279233467878999,1.4999491078287288,1.5768910272777954,1.5486234413153865,1.6168340270906025,1.606984047939829,1.4416012683980703,1.522809208048784,1.4950665370789302,1.162040209493103,1.174603413534192,1.1391064089740062,1.164946965853566,0.9895976776123844,1.1157647837781857,1.0,1.2211005178233747,0.8600279344435637,1.17408326194821,0.9497511103053611,1.091131174236914,0.8720031128749137,0.9893896871967091,0.805706838806706,1.0243647244548204,0.7924196480732077,1.061727812272524,0.8015296225974612,1.0569574679362617
"Yes yielding, eHMI off, Distance 4, Cannot see other person",1.1145716566493766,1.1936434486218273,1.1133561587771406,1.2380589459078717,1.177136009569257,1.2665660564872836,1.259214692668458,1.2757960819256289,1.1988321897360272,1.141671153533173,1.1875841754026382,1.2512674628223401,1.2283584241716685,1.291368731944051,1.2682194616343503,1.3240793886261117,1.316012911700583,1.1805754295868622,1.2470793237916304,1.2243599239020084,0.9516335408361406,0.9619219682487202,0.9328522855796311,0.9540139807082361,0.810414591729396,0.9137370490736085,0.8189334009803805,1.0,0.7043056012919994,0.9614959987413866,0.7777829068472618,0.8935637634335523,0.7141124748921318,0.8102442614309158,0.6598202416971269,0.8388864876421164,0.6489389174002682,0.8694843682197971,0.6563993798202598,0.8655777739086542
"Yes yielding, eHMI off, Distance 5, Can see other person",1.5825114191975371,1.6947805702981373,1.580785608881665,1.7578433901941701,1.671342677681227,1.798318874880246,1.7878811276788324,1.8114240176214276,1.7021477431627028,1.6209883201821156,1.6861773826931066,1.7765973471274081,1.744070218834453,1.8335346610549814,1.8006664426747285,1.8799785010898404,1.868525408979354,1.676226097621798,1.7706508673279762,1.7383929953929171,1.3511656574794173,1.3657735597787972,1.3244993137472976,1.3545454969521245,1.150657598410047,1.2973587706777026,1.162752929237116,1.419838203992088,1.0,1.3651687519985491,1.1043258855537617,1.2687159690259058,1.0139241737991893,1.1504157569449673,0.9368379869288741,1.1910830839670135,0.9213882669821667,1.234527123772392,0.931980916545518,1.228980391921933
"Yes yielding, eHMI off, Distance 5, Cannot see other person",1.1592057149570758,1.2414440103591957,1.1579415413423886,1.287638167531129,1.2242755155613196,1.3172868718593094,1.3096411158411372,1.3268865222483153,1.2468405394357516,1.187390436390415,1.235142087910095,1.3013756317865794,1.2775491793825549,1.3430827935160137,1.3190064891528093,1.377103378858937,1.368713872364799,1.227852670351467,1.2970197748342969,1.2733905554518323,0.9897425907979274,1.0004430278523169,0.9702092227120543,0.9922183575980092,0.842868397570288,0.9503284987869993,0.8517283504584285,1.0400459297896358,0.7325101739517861,1.0,0.8089299465264462,0.9293473551665751,0.7427097729235652,0.8426912462366337,0.6862433567699107,0.8724804770277069,0.6749262797242417,0.9043036781827131,0.6826855032985024,0.9002406406700695
"Yes yielding, eHMI on, Distance 1, Can see other person",1.4330112513879816,1.5346743135051057,1.4314484787151247,1.591779576291199,1.5134506032547956,1.6284313339069139,1.6189796427549135,1.6402984312127151,1.5413455080871936,1.467853231901084,1.5268838707403627,1.6087618431913668,1.579307559163021,1.6603202777734034,1.6305571265059937,1.7023765590237245,1.6920054427976994,1.5178726855445015,1.6033771285186231,1.574166664146611,1.2235207696882686,1.2367486605585933,1.1993736007402656,1.2265813150552842,1.0419547467485581,1.1747970301603001,1.0529074292721627,1.2857058071043161,0.9055298015572208,1.236200989089365,1.0,1.1488601196645056,0.918138555894449,1.0417357520946762,0.8483347163949696,1.0785612286628123,0.834344534557513,1.1179011014066207,0.8439364944145796,1.1128783704147835
"Yes yielding, eHMI on, Distance 1, Cannot see other person",1.2473330972672765,1.3358234716627357,1.245972816197277,1.3855294905319167,1.3173497602969795,1.417432206091769,1.409205189599317,1.4277616596977194,1.3416302661261348,1.2776605321888377,1.3290424522580253,1.4003113309052486,1.3746734977833648,1.4451892352728342,1.4192825554621524,1.481796199454516,1.4727688896467266,1.3211988644777368,1.3956243245581954,1.3701987188886886,1.0649867192235427,1.0765006456310393,1.043968347591795,1.0676507035630023,0.9069465715746436,1.0225762127624107,0.9164800929634817,1.119114316092522,0.7881984813100285,1.0760239370571634,0.8704279858648273,1.0,0.7991734939520464,0.90675595249915,0.7384142785308828,0.9388098778968651,0.7262368327322228,0.9730524040934369,0.7345859430311056,0.9686804784726712
"Yes yielding, eHMI on, Distance 2, Can see other person",1.5607788630463781,1.6715062270857677,1.5590767532037797,1.7337030081919282,1.6483902059644957,1.7736226449182269,1.7633282388165326,1.7865478153400705,1.6787722269060112,1.5987273625287457,1.6630211866583415,1.7521994179017064,1.7201189831576806,1.8083548143296544,1.7759379736727292,1.8541608432566827,1.842865035930607,1.6532065621248118,1.7463346008344198,1.7145197247631763,1.332610161977477,1.3470174546299876,1.3063100259108908,1.335943586270975,1.1348556708126558,1.2795422026644059,1.146784897020714,1.4003396315840193,0.9862670462357996,1.3464209526470219,1.0891602292268423,1.2512927512833703,1.0,1.1346171505452345,0.9239724341698333,1.1747259950455733,0.9087348845128239,1.2175734198609744,0.9191820657094812,1.2121028610225604
"Yes yielding, eHMI on, Distance 2, Cannot see other person",1.375599568802881,1.4731896360658165,1.374099406530717,1.5280070527391607,1.4528162254310808,1.5631904066194677,1.5541173848545955,1.5745820645153779,1.479593558143631,1.4090456518839731,1.4657113069894858,1.5443089477888607,1.5160347103259335,1.593801762524618,1.565231032176194,1.6341731150156469,1.6242175037148237,1.457061142897736,1.5391399645203914,1.5110997784047886,1.1745020435634153,1.187199976646471,1.1513222987006235,1.1774399722664108,1.0002102209254522,1.1277303556089633,1.0107240988465866,1.2341957204781306,0.8692509590233622,1.1866742469034655,0.9599363350919311,1.102832572804023,0.8813545604519156,1.0,0.8143473185874399,1.0353501130148304,0.8009176347071222,1.0731138862795049,0.8101253054986636,1.068292384299048
"Yes yielding, eHMI on, Distance 3, Can see other person",1.6892050079921486,1.8090433927150384,1.6873628428152971,1.8763579345845076,1.784025307470925,1.9195622935567158,1.908420829027048,1.9335509905609252,1.816907263488166,1.7302760379049222,1.799860174565192,1.8963762912213014,1.8616561701899317,1.957152342920725,1.9220681353641964,2.006727446282097,1.9945021818604103,1.7892379696480638,1.890028897240272,1.8555961859442598,1.4422618172313708,1.4578545904783944,1.4137976173332254,1.4458695269099535,1.228235420066721,1.3848272473778327,1.2411462232107306,1.515564295857149,1.067420422690355,1.4572090063019556,1.1787800035456968,1.3542533359316355,1.0822833701726997,1.2279772735478416,1.0,1.271386408947401,0.983508653404038,1.3177594642798347,0.9948154638783612,1.3118387694234679
"Yes yielding, eHMI on, Distance 3, Cannot see other person",1.3286322679748208,1.4228903030454536,1.327183325966406,1.475836080502049,1.4032125048024895,1.509818163893972,1.5010549236616872,1.5208208747187566,1.4290755750585766,1.3609363964630097,1.415667307671884,1.4915813775226199,1.4642725115578539,1.5393843517181212,1.5117891160685792,1.578377299111995,1.568761603729654,1.4073124874202483,1.4865888796192606,1.45950607375183,1.1344008454718657,1.146665231135649,1.1120125300881019,1.1372384640378606,0.9660598944766089,1.089226090220951,0.9762147954989493,1.192056392290607,0.8395719941462073,1.1461574514615112,0.927161085921648,1.0651783961202175,0.8512623405096311,0.9658568511555047,0.7865429368777933,1.0,0.7735717846931358,1.0364743991331689,0.7824650766103305,1.031817518412485
"Yes yielding, eHMI on, Distance 4, Can see other person",1.7175293802912797,1.839377199634928,1.7156563259256923,1.907820463084096,1.8139396143554056,1.951749267190367,1.9404209840165423,1.9659725248666393,1.8473729307816849,1.7592890839508482,1.8300399984643414,1.928174484950104,1.892872181395174,1.989969621667072,1.9542971266309603,2.040375993984984,2.0279457379019554,1.8192396817814493,1.9217206586832376,1.8867105841131395,1.466445477871023,1.482299708734224,1.4375039939302081,1.4701136811614526,1.248830313607974,1.4080478525377322,1.2619576034384434,1.5409770830298284,1.0853187910405144,1.4816432994853532,1.1985456350239543,1.376961281676991,1.1004309585144887,1.2485678385214702,1.016767871374475,1.2927048527198868,1.0,1.339855485479376,1.0114964016180121,1.3338355131732103
"Yes yielding, eHMI on, Distance 4, Cannot see other person",1.281876589606064,1.3728176057560655,1.280478637076193,1.4239001771161255,1.3538322856560987,1.4566864026324946,1.448231548137667,1.4673019188806395,1.3787852128849016,1.3130439088521597,1.3658487936179073,1.4390913839937283,1.4127435398138768,1.4852121316315667,1.4585879953551468,1.5228328846636578,1.513555573626952,1.3577879864637479,1.43427457625826,1.408144836932252,1.0944803329639354,1.106313124660518,1.072879881083515,1.0972180933643545,0.9320634405293083,1.050895315052547,0.941860982109528,1.1501069329715767,0.8100267549766437,1.105823214176899,0.894533513511822,1.0276938793771024,0.8213057082949318,0.931867542472131,0.7588638344908472,0.964809165413373,0.7463491479771179,1.0,0.754929477529524,0.9955069987984472
"Yes yielding, eHMI on, Distance 5, Can see other person",1.6980083938448831,1.8184713229751674,1.6961566281217513,1.8861366783236242,1.7933228545882984,1.9295661992156428,1.9183666703238902,1.9436277990923407,1.8263761767482176,1.7392934677144183,1.8092402459731627,1.9062593617394517,1.871358294866194,1.9673521512126708,1.932085100357078,2.0171856179825784,2.0048966409153883,1.7985626828443018,1.8998788879616482,1.8652667286755693,1.4497782449104755,1.4654522807625459,1.421165702251382,1.4534047563687087,1.2346364372728535,1.3920443516016345,1.247614525785547,1.5234627434806955,1.0729833435931304,1.4648033320882643,1.1849232810979198,1.3613111025154148,1.0879237501529564,1.234376945409033,1.0052115556200008,1.2780123099321432,0.9886342634540051,1.3246270410217114,1.0,1.3186754901347915
"Yes yielding, eHMI on, Distance 5, Cannot see other person",1.287662056774345,1.3790135151365315,1.2862577948941591,1.4303266364121383,1.3599425089830022,1.4632608353237895,1.454767821708584,1.4739242623624318,1.3850080557435176,1.3189700428394495,1.3720132508023084,1.445586405450365,1.4191196460889013,1.4919153089071013,1.4651710104656495,1.5297058549077809,1.520386672774553,1.363916062973505,1.4407478581159094,1.4145001879764267,1.0994200284728755,1.1113062248641257,1.0777220877185745,1.1021701451508328,0.9362701032280901,1.0556382991992546,0.9461118638506121,1.1552976868668206,0.8136826320199921,1.1108141032776273,0.8985707931651934,1.0323321489627937,0.8250124904056203,0.9360733210282525,0.7622887989805972,0.9691636187167688,0.7497176301903886,1.0045132793711904,0.7583366851671617,1.0
