participant_id,video_1,baseline_1,baseline_2,video_2,video_3,video_4,video_5,video_6,video_7,video_8,video_9,video_10,video_11,video_12,video_13,video_14,video_15,video_16,video_17,video_18,video_19,video_20,video_21,video_22,video_23,video_24,video_25,video_26,video_27,video_28,video_29,video_30,video_31,video_32,video_33,video_34,video_35,video_36,video_37,video_38,video_39,video_40
101,16.0,0.0,0.0,20.0,22.0,13.0,13.0,13.0,0.0,0.0,17.0,12.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,8.0,56.0,28.0,61.0,46.0,31.0,70.0,0.0,11.0,16.0,20.0,32.0,40.0,42.0,68.0,82.0,69.0,9.0,0.0,0.0,8.0,12.0,27.0,11.0,51.0,70.0,77.0,21.0,21.0,20.0,8.0,12.0,9.0,41.0,0.0,79.0,12.0,31.0,10.0,13.0,12.0,5.0
103,31.0,0.0,0.0,29.0,11.0,37.0,18.0,43.0,6.0,0.0,6.0,2.0,32.0,22.0,34.0,38.0,46.0,12.0,25.0,0.0,0.0,0.0,25.0,0.0,30.0,11.0,44.0,0.0,24.0,15.0,0.0,0.0,49.0,25.0,33.0,31.0,38.0,24.0,0.0,9.0,5.0,0.0
104,20.0,0.0,0.0,9.0,14.0,67.0,30.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,50.0,60.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,51.0,59.0,39.0,0.0,0.0,0.0,0.0,0.0,42.0,7.0,0.0,57.0,69.0,0.0,0.0,0.0,0.0,0.0
105,24.0,0.0,0.0,24.0,0.0,52.0,33.0,13.0,25.0,0.0,0.0,0.0,76.0,32.0,41.0,44.0,27.0,48.0,0.0,0.0,0.0,0.0,64.0,3.0,17.0,0.0,0.0,55.0,17.0,10.0,0.0,0.0,49.0,22.0,16.0,26.0,25.0,52.0,0.0,0.0,12.0,0.0
106,69.0,73.0,0.0,34.0,31.0,16.0,65.0,0.0,22.0,0.0,18.0,11.0,19.0,0.0,0.0,0.0,0.0,10.0,0.0,31.0,20.0,25.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,60.0,17.0,15.0,21.0,17.0,0.0,16.0,20.0,21.0,26.0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,46.0,0.0,0.0,74.0,73.0,65.0,84.0,0.0,0.0,0.0,60.0,59.0,46.0,49.0,74.0,61.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,69.0,0.0,72.0,0.0,0.0,0.0,0.0,0.0,67.0,42.0,50.0,74.0,48.0,0.0,0.0,0.0,0.0,0.0
110,25.0,0.0,0.0,15.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0
111,58.0,0.0,0.0,23.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,38.0,4.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
112,10.0,0.0,0.0,0.0,0.0,10.0,0.0,62.0,22.0,0.0,0.0,0.0,81.0,50.0,15.0,0.0,0.0,20.0,0.0,0.0,0.0,90.0,83.0,0.0,10.0,0.0,0.0,31.0,21.0,0.0,0.0,10.0,80.0,32.0,11.0,10.0,0.0,81.0,0.0,0.0,0.0,0.0
113,32.0,0.0,0.0,62.0,61.0,59.0,43.0,0.0,0.0,0.0,0.0,0.0,51.0,51.0,61.0,51.0,33.0,0.0,0.0,0.0,0.0,0.0,72.0,63.0,56.0,42.0,27.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,50.0,40.0,37.0,0.0,0.0,0.0,0.0,0.0
114,81.0,0.0,0.0,87.0,41.0,100.0,94.0,9.0,0.0,72.0,0.0,0.0,81.0,81.0,100.0,100.0,79.0,6.0,15.0,0.0,0.0,0.0,83.0,90.0,92.0,91.0,98.0,0.0,0.0,0.0,0.0,7.0,82.0,100.0,62.0,100.0,84.0,6.0,0.0,0.0,10.0,3.0
115,0.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,0.0,100.0,90.0,0.0,0.0,100.0,0.0,100.0,0.0,0.0,100.0,100.0,100.0,100.0,58.0,100.0,88.0,0.0,100.0,0.0,55.0,100.0,0.0,100.0,53.0,0.0,98.0,100.0,61.0,0.0
116,35.0,74.0,32.0,0.0,0.0,34.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,12.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,11.0,15.0,3.0,4.0,1.0,0.0,36.0,52.0,0.0,15.0,0.0,34.0,28.0,12.0,13.0,0.0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,29.0,0.0,0.0,6.0,14.0,26.0,40.0,14.0,0.0,14.0,16.0,11.0,9.0,5.0,13.0,21.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,16.0,7.0,16.0,0.0,5.0,9.0,0.0,0.0,0.0,20.0
