Timestamp,P119,P101,P102,P103,P104,P105,P106,P107,P108,P109,P110,P111,P112,P113,P114,P115,P116,P117,P118,P120,P121,P122,P123,P124,P125,P126,P127,P128,P129,P130,P131,P132,P133,P134,P135,P136,P137,P138,P139,P140,P141,P142,P143,P144,P145,P146,P147,P148,P149,P150
0.0,"[[0.9927267, -0.08995224, 0.07708765, -0.02144262], [0.9928786, -0.08955466, 0.07559933, -0.02137516]]","[[0.9984547, -0.0515108, -0.02083639, 0.0007594593], [0.9983783, -0.05073028, -0.02583087, -0.0001929997]]","[[0.9991631, -0.0335305, -0.0210954, 0.01018608], [0.9991643, -0.03330122, -0.02145554, 0.0100728]]","[[0.9952361, -0.00220272, 0.09500576, -0.02177651], [0.9952361, -0.00220272, 0.09500576, -0.02177651]]","[[0.9986704, -0.009957749, 0.02510006, -0.04391224], [0.9991037, -0.0124507, 0.009892792, -0.03922872]]","[[0.9892792, -0.1222737, 0.07811958, -0.01652569], [0.9895942, -0.1208664, 0.076405, -0.01603021]]","[[0.9892989, -0.1207979, 0.08173811, 0.003803442], [0.9893357, -0.1210421, 0.08092725, 0.003824275]]","[[0.9965261, 0.03871362, 0.06675817, -0.03131113], [0.9965708, 0.03855759, 0.06590208, -0.03188793]]","[[0.9985774, -0.02479068, 0.04035805, -0.0244923], [0.9986239, -0.02411867, 0.03961588, -0.02447783]]","[[0.9915923, -0.09627026, 0.08637814, -0.003929806], [0.992493, -0.09553302, 0.07632335, -0.002429534]]","[[0.99946, -0.02576605, 0.01864571, 0.00825798], [0.999397, -0.02700032, 0.0197241, 0.009363296]]","[[0.9893746, -0.07583771, 0.1234281, -0.01233134], [0.9896443, -0.07852887, 0.1195708, -0.01184658]]","[[0.9870951, -0.05134904, 0.04888251, 0.1435865], [0.9901527, -0.04031235, 0.02213523, 0.1322216]]","[[0.9909278, -0.133832, 0.009443034, -0.00786793], [0.9910038, -0.1333805, 0.007605691, -0.007953386]]","[[0.9990242, -0.02669576, -0.007715057, 0.03432954], [0.9986483, -0.02675101, -0.01719864, 0.04110993]]","[[0.9767804, -0.04414733, 0.200234, -0.06210881], [0.9750986, -0.04508585, 0.2082803, -0.06139555]]","[[0.9872252, -0.1564085, 0.02751312, -0.01287979], [0.9873042, -0.1561293, 0.0270023, -0.01118527]]","[[0.9973481, -0.0555533, 0.04626497, -0.008376174], [0.9973603, -0.0561299, 0.04535342, -0.008059826]]","[[0.9953423, -0.07195412, 0.04058224, -0.0496944], [0.9953234, -0.07238164, 0.0402357, -0.0497322]]","[[0.9965447, -0.08286127, 0.002439307, -0.005185462], [0.9964018, -0.08244007, -0.01922082, -0.004193317]]","[[0.9893517, -0.1193652, -0.08305962, 0.006033774], [0.988808, -0.1190985, -0.08960365, 0.006742465]]","[[0.9928007, -0.1124933, 0.002985271, -0.04102644], [0.9928629, -0.1120405, 0.002685563, -0.04077895]]","[[0.9989984, -0.01408817, 0.03727448, 0.0203544], [0.999037, -0.01502782, 0.03554435, 0.02087965]]","[[0.993338, -0.1104305, 0.02542291, -0.02093634], [0.9933727, -0.1102996, 0.02484484, -0.0206739]]","[[0.9953675, -0.09423233, 0.0189509, -0.00214711], [0.9953837, -0.09403422, 0.01909841, -0.002024669]]","[[0.9961945, -0.05458921, 0.06766996, 0.006112581], [0.9962445, -0.05481649, 0.06671161, 0.006456397]]","[[0.9994892, -0.000845333, -0.02657609, -0.01773238], [0.99808, -0.0007010724, -0.05876917, -0.01954723]]","[[0.9857981, -0.1001729, 0.1346728, -0.005538986], [0.9862132, -0.09968861, 0.1319919, -0.004882558]]","[[0.994386, -0.1019352, 0.0272656, 0.007892021], [0.9945563, -0.100938, 0.0248807, 0.007089703]]","[[0.9882811, -0.137466, 0.06060921, 0.0270205], [0.9883777, -0.1375841, 0.0587679, 0.02695433]]","[[0.9898226, -0.1299291, 0.05243399, 0.02490668], [0.9900773, -0.1300799, 0.04690557, 0.02502033]]","[[0.9931964, -0.1153911, -0.01303242, -0.008713598], [0.9927924, -0.1140674, -0.03588311, -0.008018738]]","[[0.9955424, -0.0922014, 0.01384856, -0.01422942], [0.9955383, -0.09246723, 0.01249264, -0.01404438]]","[[0.9908813, -0.03007921, 0.1308271, -0.01156934], [0.9913679, -0.03170431, 0.1267818, -0.01052509]]","[[0.9960368, -0.03639558, 0.07438789, -0.03244138], [0.9965251, -0.03640995, 0.06824262, -0.03090271]]","[[0.9895025, -0.0008230092, 0.1425953, -0.02346664], [0.9895089, -0.0008866332, 0.1425466, -0.02349034]]","[[0.9811496, 0.08207577, 0.1672332, -0.05140171], [0.9813756, 0.08319154, 0.1656783, -0.05031743]]","[[0.9952193, -0.05231971, 0.08114593, -0.01471933], [0.9956001, -0.0521932, 0.07657636, -0.01387296]]","[[0.9942622, -0.0193725, 0.1045636, 0.01157561], [0.9943288, -0.01911148, 0.1039434, 0.0118662]]","[[0.9931693, 0.06170661, 0.09898274, 0.003068394], [0.9937712, 0.06183662, 0.09265629, 0.003141067]]","[[0.9983217, -0.05134904, 0.02414081, -0.0115923], [0.9982508, -0.05474876, 0.01947475, -0.01089811]]","[[-0.9854369, 0.1476741, -0.01954646, 0.08200319], [-0.9854545, 0.1477394, -0.01817374, 0.08198919]]","[[0.9953868, -0.06060252, 0.07438077, 6.020601e-05], [0.9954078, -0.0609728, 0.07379379, 0.0002871309]]","[[0.9937139, -0.1089766, -0.02546665, -0.002885088], [0.993697, -0.1089846, -0.02606225, -0.003046178]]","[[0.9954562, -0.08188879, -0.04833504, -0.004992502], [0.9951996, -0.08237091, -0.05259328, -0.005178128]]","[[0.9919518, -0.1199288, 0.002566125, -0.04052327], [0.9919518, -0.1199288, 0.002566125, -0.04052327]]","[[0.9935852, -0.1003997, 0.05096829, 0.01052291], [0.993545, -0.1005176, 0.0514947, 0.01062232]]","[[0.9897926, -0.1386353, -0.009548611, -0.03161754], [0.9896875, -0.1393176, -0.009653571, -0.03187751]]","[[0.9940019, -0.08999905, -0.03846379, -0.04879455], [0.9934675, -0.09182851, -0.04886851, -0.04692362]]","[[0.9997922, -0.01097788, -0.01140123, -0.01284613], [0.999791, -0.01098411, -0.01141176, -0.01292554]]"
0.1,"[[0.9928975, -0.08959579, 0.0753353, -0.02125673], [0.9930426, -0.08948105, 0.07363093, -0.02093063], [0.993154, -0.08930402, 0.07243647, -0.02056442], [0.993368, -0.08915319, 0.06978899, -0.02003075], [0.9934978, -0.08905474, 0.06813654, -0.01971652]]","[[0.998326, -0.05020772, -0.02870462, -0.0006676754], [0.998154, -0.04909631, -0.03572178, -0.001453677], [0.9979907, -0.04876672, -0.04041242, -0.001779983], [0.997834, -0.04807306, -0.0448644, -0.001898212], [0.9973441, -0.04674004, -0.05581391, -0.002268985]]","[[0.9991742, -0.03280931, -0.02183658, 0.009879827], [0.9991596, -0.03308142, -0.02211564, 0.009831263], [0.9991477, -0.03308009, -0.02274257, 0.009616657], [0.9991406, -0.03306494, -0.02317985, 0.009352788], [0.9991221, -0.03299221, -0.02407425, 0.009320127]]","[[0.9953036, -0.002034862, 0.09428497, -0.02183989], [0.9954287, -0.002076345, 0.09281978, -0.02240512], [0.9955351, -0.00175482, 0.09162509, -0.02261771], [0.9956256, -0.001441577, 0.09059477, -0.02280943], [0.9956256, -0.001441577, 0.09059477, -0.02280943]]","[[0.999201, -0.01558851, -0.008047198, -0.03591051], [0.998969, -0.01831313, -0.02261972, -0.03484274], [0.998969, -0.01831313, -0.02261972, -0.03484274], [0.998969, -0.01831313, -0.02261972, -0.03484274], [0.9954637, -0.02932668, -0.08617597, -0.02767021]]","[[0.9897709, -0.1199817, 0.07553249, -0.01590215], [0.9900106, -0.1186436, 0.0745657, -0.01558259], [0.9900106, -0.1186436, 0.0745657, -0.01558259], [0.990756, -0.1147462, 0.07095213, -0.01419807], [0.9909492, -0.1136658, 0.07007659, -0.013755]]","[[0.9894118, -0.1212333, 0.07968864, 0.004077048], [0.9894854, -0.1210376, 0.0790661, 0.004137473], [0.98957, -0.1209646, 0.07809528, 0.004467267], [0.9896463, -0.120755, 0.07744461, 0.00456944], [0.9897659, -0.1205029, 0.07628186, 0.004851155]]","[[0.9966117, 0.03833487, 0.06538701, -0.03193832], [0.9967473, 0.03682856, 0.06402733, -0.03223342], [0.9968258, 0.03576816, 0.06332967, -0.0323793], [0.9969981, 0.033628, 0.0616713, -0.03256643], [0.9971588, 0.03184398, 0.06014935, -0.03228734]]","[[0.9986624, -0.02414803, 0.03865479, -0.02441599], [0.9986812, -0.02405004, 0.03808851, -0.02463026], [0.9987055, -0.02392049, 0.03750973, -0.02466002], [0.9987743, -0.02371383, 0.03604405, -0.02425806], [0.9988008, -0.02395147, 0.03531405, -0.0240039]]","[[0.9933836, -0.09441841, 0.06537293, -0.0007540528], [0.9937834, -0.09420878, 0.05932255, 0.0004276029], [0.9941149, -0.09436628, 0.05317828, 0.00164808], [0.9947459, -0.09515852, 0.03748969, 0.004467216], [0.9950256, -0.09530366, 0.02847737, 0.005498781]]","[[0.9993721, -0.02749166, 0.02074266, 0.008333785], [0.9992786, -0.02877386, 0.02337002, 0.008258178], [0.9992447, -0.02868704, 0.02503573, 0.007755935], [0.9991476, -0.02811128, 0.02940969, 0.006995775], [0.9990857, -0.02743738, 0.03212157, 0.006580045]]","[[0.9898087, -0.0799306, 0.1172963, -0.01146528], [0.9902126, -0.08409069, 0.110869, -0.0107627], [0.9904596, -0.08630223, 0.1069228, -0.01045505], [0.9910529, -0.09112148, 0.09701689, -0.009945519], [0.9913659, -0.09366609, 0.09128774, -0.009320227]]","[[0.9908077, -0.03741861, 0.01364322, 0.1292818], [0.9922318, -0.02688658, -0.01259954, 0.1208076], [0.9925618, -0.02263813, -0.0235332, 0.1172815], [0.9926078, -0.01620621, -0.03725075, 0.114366], [0.9925317, -0.01071685, -0.04891553, 0.1112356]]","[[0.9909894, -0.1335273, 0.006787064, -0.008021711], [0.9910014, -0.1334811, 0.005592404, -0.008233624], [0.9910087, -0.1335022, 0.003220558, -0.00828224], [0.9910525, -0.1332041, 0.001925848, -0.008236508], [0.9912197, -0.1319898, -0.0009848719, -0.007831876]]","[[0.9984067, -0.02654005, -0.02346126, 0.04392356], [0.9977289, -0.02587311, -0.03814693, 0.04911524], [0.9972566, -0.02582559, -0.04677429, 0.05123004], [0.995866, -0.02353052, -0.06985014, 0.05308662], [0.995866, -0.02353052, -0.06985014, 0.05308662]]","[[0.97392, -0.04552795, 0.2139077, -0.06041894], [0.9724985, -0.04603291, 0.2205025, -0.05921431], [0.968271, -0.0461039, 0.2389271, -0.05691702], [0.9651698, -0.04643613, 0.2514134, -0.05551802], [0.956838, -0.04701197, 0.2822258, -0.05098623]]","[[0.9874716, -0.1553912, 0.02575079, -0.009505658], [0.9876069, -0.1546921, 0.02500118, -0.008825798], [0.9877449, -0.1540277, 0.02391753, -0.007957304], [0.988117, -0.1521034, 0.02119571, -0.006337834], [0.9883003, -0.1511803, 0.01943493, -0.005425773]]","[[0.9974419, -0.05664669, 0.04294939, -0.00749303], [0.9974419, -0.05664669, 0.04294939, -0.00749303], [0.9974419, -0.05664669, 0.04294939, -0.00749303], [0.9975716, -0.05769027, 0.03849765, -0.006385761], [0.9976416, -0.05806198, 0.03608707, -0.006160291]]","[[0.9953234, -0.07238164, 0.0402357, -0.0497322], [0.9953197, -0.07330983, 0.03854958, -0.0497818], [0.9953265, -0.0734824, 0.03799112, -0.04982289], [0.995319, -0.07399087, 0.03696914, -0.04998695], [0.9953201, -0.07439087, 0.03624519, -0.04990308]]","[[0.9955614, -0.0822382, -0.04566377, -0.003034335], [0.9948328, -0.0816623, -0.06027126, -0.002513724], [0.9926368, -0.0792702, -0.09155208, -0.002578271], [0.9910911, -0.07742408, -0.1083413, -0.002461122], [0.9866453, -0.07484283, -0.1446445, -0.002761794]]","[[0.9884945, -0.1189104, -0.09320139, 0.007243877], [0.9881635, -0.118901, -0.09663258, 0.007590742], [0.9878591, -0.1185007, -0.1001185, 0.008261019], [0.9870813, -0.118508, -0.1074323, 0.009195666], [0.986718, -0.1182091, -0.1109885, 0.009787161]]","[[0.9929247, -0.1114931, 0.002132998, -0.04080718], [0.9929532, -0.1112485, 0.002085416, -0.04078412], [0.9929629, -0.1112743, 0.001629697, -0.04049793], [0.9930013, -0.1109712, 0.00120425, -0.04040138], [0.993071, -0.110417, 0.0004262745, -0.04022501]]","[[0.9990464, -0.01535102, 0.03506154, 0.02100781], [0.9990536, -0.0159687, 0.03461659, 0.02094457], [0.9990631, -0.01623692, 0.03429912, 0.02080499], [0.9990616, -0.01637384, 0.03422482, 0.02089397], [0.9990602, -0.01647536, 0.03417134, 0.02096871]]","[[0.9933795, -0.11025, 0.02467246, -0.02082134], [0.9933628, -0.1104995, 0.02420102, -0.02084822], [0.9933658, -0.1104673, 0.02408393, -0.02100912], [0.993403, -0.1102106, 0.02373767, -0.02099421], [0.993424, -0.1101096, 0.02350252, -0.02079058]]","[[0.9953752, -0.09410583, 0.01920139, -0.001940269], [0.9953806, -0.09404438, 0.01922149, -0.001921378], [0.9953992, -0.0938927, 0.01899359, -0.001993411], [0.9953895, -0.09401724, 0.01887565, -0.002038095], [0.9953812, -0.0941214, 0.01879216, -0.002056066]]","[[0.9962445, -0.05481649, 0.06671161, 0.006456397], [0.9962445, -0.05481649, 0.06671161, 0.006456397], [0.9963792, -0.05527873, 0.06419352, 0.007211709], [0.9964692, -0.05607736, 0.06201277, 0.007673468], [0.9965283, -0.05653637, 0.06057122, 0.00813244]]","[[0.9968628, -0.0007897081, -0.07658432, -0.0199733], [0.9931288, -0.001207377, -0.1153219, -0.01986359], [0.9906072, -0.001791992, -0.1351877, -0.02045546], [0.9877733, -0.002152319, -0.1544807, -0.02085616], [0.9809906, -0.003770612, -0.1930427, -0.01943247]]","[[0.9875131, -0.09804595, 0.1232812, -0.002587403], [0.9878014, -0.09799388, 0.1209963, -0.002353413], [0.9894775, -0.09673019, 0.107599, 0.0003345245], [0.9904707, -0.09580608, 0.09892458, 0.001705577], [0.992514, -0.09319564, 0.0788466, 0.003733651]]","[[0.9947281, -0.09995089, 0.02206439, 0.006255123], [0.9948081, -0.09951677, 0.02050925, 0.005718962], [0.9949033, -0.09889103, 0.01895432, 0.005367812], [0.9951423, -0.09728284, 0.01431742, 0.004776458], [0.9952438, -0.09661895, 0.01158701, 0.00449947]]","[[0.9884581, -0.1380799, 0.05636862, 0.02659189], [0.988535, -0.1383435, 0.05440518, 0.02645293], [0.9886028, -0.138766, 0.0521894, 0.02616747], [0.9887339, -0.1399061, 0.04650592, 0.02586161], [0.9887821, -0.1406086, 0.04333595, 0.02571374]]","[[0.9903333, -0.1302811, 0.04031741, 0.02532374], [0.990438, -0.1305519, 0.03672123, 0.02530674], [0.9905622, -0.1305865, 0.03285389, 0.02558013], [0.9907536, -0.1310081, 0.02442995, 0.02544308], [0.9907916, -0.1313778, 0.0203049, 0.02568268]]","[[0.9923146, -0.1134359, -0.04887126, -0.007464273], [0.9915774, -0.1129372, -0.06299572, -0.007137239], [0.9892533, -0.1125497, -0.09302169, -0.00758407], [0.9875973, -0.1123783, -0.1093108, -0.008595878], [0.983013, -0.1119632, -0.1448889, -0.01252802]]","[[0.9955444, -0.09261733, 0.0112455, -0.01367462], [0.9955438, -0.09270249, 0.01036293, -0.01384294], [0.9955524, -0.09279314, 0.008327703, -0.01398779], [0.995576, -0.09262615, 0.007262886, -0.0140083], [0.9955927, -0.09253629, 0.006271052, -0.01389074]]","[[0.9919538, -0.03309214, 0.1218525, -0.00919389], [0.992308, -0.03346849, 0.1188861, -0.008409072], [0.9934192, -0.03366094, 0.1092633, -0.006831531], [0.9934192, -0.03366094, 0.1092633, -0.006831531], [0.9934192, -0.03366094, 0.1092633, -0.006831531]]","[[0.9967672, -0.03642746, 0.06496061, -0.03013786], [0.9972702, -0.03617983, 0.05766608, -0.02859585], [0.9975164, -0.03585625, 0.05365614, -0.02822138], [0.9977283, -0.03547007, 0.05005635, -0.02782948], [0.9981535, -0.03473504, 0.04203641, -0.02676158]]","[[0.9895053, -0.001090333, 0.1425808, -0.02342657], [0.9894987, -0.001109519, 0.14262, -0.02346651], [0.9894682, -0.001063307, 0.1428214, -0.02352746], [0.9894373, -0.001065225, 0.143021, -0.02361586], [0.9893705, -0.001257233, 0.1434422, -0.02385071]]","[[0.9816808, 0.08423168, 0.163718, -0.04903597], [0.9818825, 0.08454663, 0.1625627, -0.0482914], [0.9823448, 0.08569888, 0.1595298, -0.04695332], [0.9826723, 0.08609314, 0.1575661, -0.04600206], [0.9834185, 0.08650826, 0.1531414, -0.04418277]]","[[0.9958232, -0.05191181, 0.07388458, -0.01350677], [0.996067, -0.05196493, 0.07055345, -0.01313231], [0.9965557, -0.051481, 0.0637768, -0.01260344], [0.9968169, -0.05122226, 0.05982582, -0.01237634], [0.9974132, -0.04983203, 0.05048455, -0.01162192]]","[[0.9943727, -0.01887044, 0.1035305, 0.01217626], [0.9944651, -0.01881931, 0.1025788, 0.0127523], [0.9945539, -0.0187962, 0.1016568, 0.01323959], [0.9947798, -0.0187256, 0.09930988, 0.01414263], [0.9949099, -0.01888829, 0.09790929, 0.01453221]]","[[0.9941239, 0.06213921, 0.08858129, 0.003136939], [0.994505, 0.06192183, 0.08436448, 0.0028291], [0.9953831, 0.06108252, 0.0739902, 0.002604647], [0.9958566, 0.0608182, 0.06754651, 0.00287346], [0.9968375, 0.05971365, 0.0523731, 0.002512412]]","[[0.9982108, -0.05639056, 0.01693887, -0.01040437], [0.998098, -0.05969359, 0.01164782, -0.010065], [0.9980758, -0.06067101, 0.008627245, -0.009449594], [0.9980386, -0.06192398, 0.002827178, -0.008737054], [0.9980174, -0.06237561, -0.0001189835, -0.008395369]]","[[-0.9854567, 0.1477857, -0.0174884, 0.08202843], [-0.9854251, 0.1480773, -0.01672929, 0.08204024], [-0.9854101, 0.1485885, -0.01521974, 0.08158915], [-0.9853842, 0.1487646, -0.01447336, 0.08171733], [-0.9853866, 0.149031, -0.01281115, 0.08147956]]","[[0.9954607, -0.06124989, 0.07284278, 0.0005192624], [0.9956068, -0.06130815, 0.07076403, 0.0009719442], [0.9957283, -0.06097738, 0.06932004, 0.001285217], [0.9959992, -0.06058668, 0.0656646, 0.001763048], [0.9961517, -0.06035291, 0.06352383, 0.001994183]]","[[0.9936398, -0.1091912, -0.0273618, -0.002946548], [0.9935972, -0.1093954, -0.02806178, -0.003118796], [0.9935673, -0.1092114, -0.02977045, -0.003258829], [0.9935075, -0.1094477, -0.03087522, -0.003289829], [0.9934627, -0.1092566, -0.03290824, -0.003436266]]","[[0.9950607, -0.08260868, -0.05475505, -0.005643799], [0.9947552, -0.08283959, -0.05964605, -0.006485004], [0.9946213, -0.08236805, -0.06241544, -0.006943271], [0.9942195, -0.08246046, -0.0683258, -0.00770752], [0.9939871, -0.08233793, -0.07174312, -0.007932372]]","[[0.9921041, -0.118877, -0.01191626, -0.03815537], [0.9920701, -0.1187343, -0.01744754, -0.03734647], [0.9918872, -0.1188617, -0.02588949, -0.0368996], [0.9912915, -0.1165051, -0.04804879, -0.03819846], [0.9907644, -0.1145272, -0.0608251, -0.03962065]]","[[0.9935544, -0.100474, 0.05141234, 0.01056314], [0.9935511, -0.1009767, 0.05048467, 0.01054475], [0.9935543, -0.1012147, 0.04991704, 0.01066793], [0.9936262, -0.1014252, 0.04785445, 0.01139377], [0.9937174, -0.1011497, 0.04639922, 0.01190851]]","[[0.9896826, -0.1393245, -0.009660737, -0.03199783], [0.9896545, -0.139568, -0.009736133, -0.03177892], [0.9896652, -0.1396171, -0.009651925, -0.03125307], [0.9896576, -0.139682, -0.009673689, -0.03119479], [0.9896139, -0.1400254, -0.01018272, -0.03087895]]","[[0.9934263, -0.09131333, -0.05095854, -0.04657586], [0.9927343, -0.09218566, -0.06255587, -0.04546773], [0.9922999, -0.09227578, -0.06935134, -0.04490557], [0.991783, -0.09236678, -0.07649512, -0.0445355], [0.9904319, -0.09282998, -0.09259693, -0.04304749]]","[[0.9997846, -0.01099461, -0.0117801, -0.01308386], [0.9997843, -0.01098284, -0.01211089, -0.01280854], [0.9997853, -0.01091847, -0.01273869, -0.01215845], [0.9997823, -0.01102655, -0.01292216, -0.0121119], [0.9997725, -0.01168221, -0.01358009, -0.01157537]]"
