Timestamp,AvgYaw
0.0,-0.03329053875181209
0.1,-0.029221219140332093
0.2,-0.021438403217017957
0.3,-0.010507024193023812
0.4,0.004780361302455216
0.5,0.022644145363363257
0.6,0.04359545252237782
0.7,0.06927423571897545
0.8,0.08964631644242028
0.9,0.10056663977161255
1.0,0.10533131898067265
1.1,0.10787904523829152
1.2,0.09985819230047205
1.3,0.08507148354336407
1.4,0.06808233483988169
1.5,0.06129657298992347
1.6,0.05699482385883731
1.7,0.05451962600737208
1.8,0.047592490489312876
1.9,0.040248286144003415
2.0,0.03690005995854134
2.1,0.03556413343042369
2.2,0.030689340913583205
2.3,0.025241371586082282
2.4,0.01871760365988091
2.5,0.013002096440154456
2.6,0.011598192160458301
2.7,0.007089637475489203
2.8,0.0036809916236993524
2.9,0.003852741623611537
3.0,0.008525634310905346
3.1,0.015268675448574152
3.2,0.019903158369800174
3.3,0.02220091518941176
3.4,0.022124436702795965
3.5,0.02431970538040942
3.6,0.0343329581320198
3.7,0.04288622409864573
3.8,0.04444564375403963
3.9,0.04506218599732862
4.0,0.04564765432044248
4.1,0.04332807218714335
4.2,0.04848733896544711
4.3,0.05459361009263154
4.4,0.05688032687925915
4.5,0.055891602466146884
4.6,0.05397704150032117
4.7,0.050615569745557074
4.8,0.04756627439689374
4.9,0.04606492751053852
5.0,0.046178455055064696
5.1,0.051088091132104975
5.2,0.05882518678766578
5.3,0.06464489052316276
5.4,0.06785839857025174
5.5,0.0716924733531145
5.6,0.0688520446587591
5.7,0.06777682474760988
5.8,0.068001749616566
5.9,0.062312197588404346
6.0,0.05517106591137694
6.1,0.05201781164497976
6.2,0.053039636801147094
6.3,0.055954590819692285
6.4,0.056849229323453196
6.5,0.05605747814806155
6.6,0.054327994367036295
6.7,0.05256049101825598
6.8,0.05247936269047933
6.9,0.05271294691951734
7.0,0.05336105444238298
7.1,0.05539100356864499
7.2,0.05502405759696706
7.3,0.054161207055008286
7.4,0.05330581283474146
7.5,0.052923639653793965
7.6,0.05202222856431106
7.7,0.0502904885563564
7.8,0.04669314176414974
7.9,0.04149500781003489
8.0,0.036203479906977
8.1,0.03011317085869381
8.2,0.023568433834303168
8.3,0.01674960533770126
8.4,0.010580477285919545
8.5,0.005899193719680644
8.6,-0.0004418388321739811
8.7,-0.007655848925886154
8.8,-0.016835457458464254
8.9,-0.024348280928203292
9.0,-0.032677180963106456
9.1,-0.042180519204841345
9.2,-0.05007931048834867
9.3,-0.05628732655441889
9.4,-0.06331081676433868
9.5,-0.06911391782710276
9.6,-0.0709730947701779
9.7,-0.07139204073529481
9.8,-0.06964751981721126
9.9,-0.06844949546503706
10.0,-0.06918842399121414
10.1,-0.06760111706908033
10.2,-0.06455363636490041
10.3,-0.060567490444492646
10.4,-0.056798851552736
10.5,-0.053459553639377634
10.6,-0.04877922647947121
10.7,-0.04514161804792627
10.8,-0.040691975175494936
10.9,-0.03664940472747837
11.0,-0.031887261767821196
