,t,p-value
0,0.0,9.222923242250324e-05
1,0.1,1.4003320834480147e-09
2,0.2,2.911596415066741e-07
3,0.3,0.003752619826585763
4,0.4,0.9285213634817446
5,0.5,0.019952271225438373
6,0.6,0.0005266770886016097
7,0.7,0.0023011372213949553
8,0.8,0.12783189776287554
9,0.9,0.6985021489992728
10,1.0,0.36254722751278945
11,1.1,0.15765110377529626
12,1.2,0.03263014760336531
13,1.3,0.001446622353287634
14,1.4,5.863140704604914e-05
15,1.5,1.1163654572583626e-06
16,1.6,1.1028622515925261e-08
17,1.7,2.32527309440437e-10
18,1.8,1.3204297328014909e-11
19,1.9,2.1397969100817198e-12
20,2.0,1.2526608131844814e-12
21,2.1,7.320207419752667e-14
22,2.2,5.982294256178777e-16
23,2.3,4.818039608515545e-17
24,2.4,1.4541025667946608e-15
25,2.5,1.8473029697012948e-15
26,2.6,4.16140624387687e-16
27,2.7,5.170749253625049e-17
28,2.8,4.0857426997155113e-16
29,2.9,2.2973729715340343e-14
30,3.0,5.995473969394383e-14
31,3.1,3.8583095087870656e-13
32,3.2,1.9621345913583418e-08
33,3.3,1.0423976137790117e-05
34,3.4,8.652459465950913e-05
35,3.5,0.0001841696488946576
36,3.6,0.00014786518623589282
37,3.7,4.447676417383333e-05
38,3.8,2.1400889924533335e-05
39,3.9,1.0720824672520558e-05
40,4.0,2.3537926116442803e-05
41,4.1,2.4876334291190812e-05
42,4.2,9.95838776528584e-06
43,4.3,1.413574046439604e-06
44,4.4,5.103769590686154e-08
45,4.5,3.44181964041364e-10
46,4.6,2.7279272511554622e-14
47,4.7,2.611128065307891e-19
48,4.8,3.0884199311555625e-22
49,4.9,8.485908800537298e-24
50,5.0,1.4219022721725104e-23
51,5.1,7.583672036950385e-22
52,5.2,7.528226902869163e-19
53,5.3,4.742488154652211e-16
54,5.4,7.477918251984112e-15
55,5.5,1.2725033909867093e-13
56,5.6,1.8329931455052206e-12
57,5.7,1.5001674411482246e-11
58,5.8,1.866090496118064e-11
59,5.9,4.75392184356168e-12
60,6.0,1.1381331879221491e-11
61,6.1,2.2965253820256764e-11
62,6.2,1.7424821425192265e-11
63,6.3,1.9017822952986947e-11
64,6.4,6.106266573458123e-12
65,6.5,8.923198270971446e-13
66,6.6,7.022390529117931e-13
67,6.7,1.757369915703023e-12
68,6.8,3.3548373124963083e-12
69,6.9,2.0861671407880516e-11
70,7.0,3.9920603687797295e-11
71,7.1,2.409715167609591e-11
72,7.2,1.6874154702256387e-11
73,7.3,1.1703480150681511e-11
74,7.4,1.1362311639869947e-11
75,7.5,7.460464406294256e-12
76,7.6,2.2670469652716944e-12
77,7.7,3.8915789649163736e-13
78,7.8,8.437730125609943e-14
79,7.9,2.2763867048510695e-14
80,8.0,2.0523621303773493e-14
81,8.1,2.1109808313029743e-14
82,8.2,9.423681454162089e-15
83,8.3,4.462409000296451e-15
84,8.4,2.2174013990876077e-15
85,8.5,1.4103618220732986e-15
86,8.6,1.0861406731417331e-12
87,8.7,1.041984239007086e-08
88,8.8,8.902664576597394e-08
89,8.9,1.4496397517530103e-07
90,9.0,1.31649644921976e-08
91,9.1,5.296576315146339e-15
92,9.2,4.1652594177395843e-10
93,9.3,3.4377261430923814e-08
94,9.4,2.7035684536745974e-06
95,9.5,1.884169383034587e-05
96,9.6,2.7623014373297602e-05
97,9.7,2.6070865493650956e-05
98,9.8,2.5667118830535933e-05
99,9.9,2.361251981218713e-05
100,10.0,1.9227250508979782e-05
101,10.1,1.696254968215742e-05
102,10.2,2.413987078790167e-05
103,10.3,2.915581924756815e-05
104,10.4,2.4734833943479984e-05
105,10.5,2.44248471935486e-05
106,10.6,2.472967731729793e-05
107,10.7,2.3646273819836278e-05
108,10.8,2.0025246715233437e-05
109,10.9,2.7847924950214327e-05
110,11.0,3.236071969423619e-05
111,11.1,3.42446415309713e-05
112,11.2,3.472302366035912e-05
113,11.3,3.634288437790036e-05
114,11.4,3.6490812473956424e-05
115,11.5,0.014158885139606388
116,11.6,0.9045701635670771
117,11.7,0.4664827911495739
118,11.8,6.148934332804673e-08
119,11.9,4.097451031086195e-08
120,12.0,3.035942167730652e-08
121,12.1,4.46429084404919e-09
122,12.2,9.915806668822619e-10
123,12.3,4.884690394619247e-09
124,12.4,2.319584432144792e-08
125,12.5,4.4911886189365807e-07
126,12.6,1.0271934528513425e-06
127,12.7,2.909183682044251e-07
128,12.8,1.6413370432331047e-08
129,12.9,9.992101081069643e-10
130,13.0,3.067293805454673e-10
131,13.1,8.115024685995073e-10
132,13.2,1.354734429774997e-09
133,13.3,7.306897878860555e-10
134,13.4,1.1247276469445232e-09
135,13.5,4.444940776764248e-09
136,13.6,1.2573993575611402e-08
137,13.7,3.272134793775944e-09
138,13.8,4.3635976515597774e-10
139,13.9,3.177133076058646e-09
140,14.0,1.4942438304097776e-06
141,14.1,0.7961354516733217
142,14.2,0.8035278974088031
143,14.3,0.7756886548149452
144,14.4,0.6749370029873024
145,14.5,0.49682089513018735
146,14.6,0.41385688867006465
147,14.7,0.4149973544574933
148,14.8,0.4232294313833542
149,14.9,0.4078973656236281
150,15.0,0.388051232931781
151,15.1,0.443219774106428
152,15.2,0.4746937479046709
153,15.3,0.489766357212836
154,15.4,0.43082362166800126
155,15.5,0.39352571641399803
156,15.6,0.35684832088277196
157,15.7,0.4487656871291631
158,15.8,0.0008830614295141589
159,15.9,2.2644913981348957e-05
160,16.0,0.030912956375185877
161,16.1,0.9559607772022389
162,16.2,0.0988532641825238
163,16.3,0.0034138704620339504
164,16.4,3.509478257532392e-05
165,16.5,4.252820868865598e-07
166,16.6,6.554026775723012e-09
167,16.7,5.000682199945119e-11
168,16.8,1.1259587522282598e-12
169,16.9,3.616536331516473e-14
170,17.0,7.883283874839607e-14
171,17.1,7.420383171117401e-12
172,17.2,0.00022782227687161174
173,17.3,0.9958103295276515
174,17.4,0.46664965141190595
175,17.5,0.3380316803268012
176,17.6,0.24972629594550438
177,17.7,0.16307797594509874
178,17.8,0.2498949325491545
179,17.9,0.3401164887964272
180,18.0,0.2771168831462285
